secID,ticker,secShortName,endDate,NAV,publishDate,ACCUM_NAV,currencyCd,ADJUST_NAV,MA_5,MA_20,MA_60,EMA_5,EMA_20,EMA_60
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-06-24,0.7089,2016-06-25,0.7089,CNY,0.7089,0.7142000000000003,0.711489999999999,0.713436666666667,0.7130719644092866,0.7101415997249645,0.7100768864264612
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-06-23,0.7185,2016-06-24,0.7185,CNY,0.7185,0.7138800000000003,0.710489999999999,0.7135966666666671,0.7151579466139297,0.7102722944328556,0.7101167813428916
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-06-22,0.7215,2016-06-23,0.7215,CNY,0.7215,0.7107600000000003,0.708974999999999,0.7138466666666671,0.7134869199208945,0.7094062201626298,0.7098326010419598
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-06-21,0.7131,2016-06-22,0.7131,CNY,0.7131,0.7082200000000004,0.707644999999999,0.7139216666666671,0.7094803798813417,0.7081331907060645,0.7094370911040385
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-06-20,0.7090000000000001,2016-06-21,0.7090000000000001,CNY,0.7090000000000001,0.7059400000000003,0.7066899999999989,0.7145533333333337,0.7076705698220126,0.707610368675124,0.709312923114047
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-06-17,0.7073,2016-06-18,0.7073,CNY,0.7073,0.7033200000000003,0.705684999999999,0.7150916666666671,0.7070058547330188,0.707464091693558,0.7093235308173856
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-06-16,0.7029,2016-06-17,0.7029,CNY,0.7029,0.7059800000000003,0.704864999999999,0.7159650000000004,0.7068587820995281,0.7074813645034063,0.7093921260193937
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-06-15,0.7088,2016-06-16,0.7088,CNY,0.7088,0.7100600000000002,0.704079999999999,0.7161083333333338,0.7088381731492922,0.7079636133985017,0.7096122011959853
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-06-14,0.7017,2016-06-15,0.7017,CNY,0.7017,0.7124800000000002,0.702969999999999,0.7158833333333339,0.7088572597239383,0.707875572703607,0.7096397338419437
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-06-13,0.6959,2016-06-14,0.6959,CNY,0.6959,0.7173600000000002,0.702094999999999,0.7156000000000005,0.7124358895859074,0.7085256329881973,0.7099088814252762
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-06-08,0.7206,2016-06-09,0.7206,CNY,0.7206,0.7231400000000002,0.701679999999999,0.7153000000000005,0.7207038343788611,0.7098546469869549,0.7103837661739899
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-06-07,0.7233,2016-06-08,0.7233,CNY,0.7233,0.7234600000000003,0.6996799999999991,0.7145800000000004,0.7207557515682916,0.7087235571961081,0.7100374475741682
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-06-06,0.7209,2016-06-07,0.7209,CNY,0.7209,0.7249400000000004,0.697624999999999,0.7136416666666672,0.7194836273524374,0.7071891947956985,0.7095878620246369
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-06-03,0.7261,2016-06-04,0.7261,CNY,0.7261,0.7194200000000002,0.6957649999999991,0.7126100000000004,0.7187754410286561,0.7057459521426142,0.7092043931054417
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-06-02,0.7248,2016-06-03,0.7248,CNY,0.7248,0.7120200000000002,0.694414999999999,0.7117950000000004,0.7151131615429841,0.703603420789205,0.7086316504534536
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-06-01,0.7222,2016-06-02,0.7222,CNY,0.7222,0.7053000000000004,0.694259999999999,0.7110833333333336,0.7102697423144761,0.7013722019249109,0.708083560701246
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-05-31,0.7307,2016-06-01,0.7307,CNY,0.7307,0.6986400000000004,0.694214999999999,0.710391666666667,0.7043046134717142,0.6991798021275331,0.7076050282121165
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-05-30,0.6933,2016-05-31,0.6933,CNY,0.6933,0.6901400000000003,0.6938599999999989,0.7095800000000004,0.6911069202075714,0.6958618865620102,0.7068221323809121
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-05-27,0.6891,2016-05-28,0.6891,CNY,0.6891,0.6904600000000004,0.6949049999999989,0.7092150000000004,0.690010380311357,0.6961315588316955,0.7072805190912701
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-05-26,0.6912,2016-05-27,0.6912,CNY,0.6912,0.6914400000000003,0.696304999999999,0.7089300000000003,0.6904655704670354,0.6968717229192424,0.7078968208594588
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-05-25,0.6889,2016-05-26,0.6889,CNY,0.6889,0.6909800000000003,0.6975999999999989,0.7080966666666668,0.690098355700553,0.6974687463844258,0.7084628271168706
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-05-24,0.6882,2016-05-25,0.6882,CNY,0.6882,0.6913800000000002,0.6994649999999989,0.7070016666666669,0.6906975335508295,0.6983707196880496,0.7091259887349284
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-05-23,0.6949,2016-05-24,0.6949,CNY,0.6949,0.6911800000000002,0.7011099999999989,0.7061633333333336,0.6919463003262443,0.699441321760476,0.7098353608037649
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-05-20,0.6940000000000001,2016-05-21,0.6940000000000001,CNY,0.6940000000000001,0.6895200000000001,0.7027599999999989,0.7051250000000003,0.6904694504893664,0.6999193556299997,0.7103416564101344
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-05-19,0.6889,2016-05-20,0.6889,CNY,0.6889,0.6875600000000002,0.7042299999999988,0.7049116666666669,0.6887041757340495,0.7005424456963155,0.7108956246538506
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-05-18,0.6909,2016-05-19,0.6909,CNY,0.6909,0.6873000000000001,0.7062949999999988,0.704731666666667,0.6886062636010742,0.7017679662959277,0.7116412582380338
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-05-17,0.6872,2016-05-18,0.6872,CNY,0.6872,0.6852400000000001,0.7085299999999989,0.704701666666667,0.6874593954016114,0.7029119627481307,0.7123443704458476
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-05-16,0.6866,2016-05-17,0.6866,CNY,0.6866,0.6842400000000002,0.7107349999999988,0.704341666666667,0.687589093102417,0.7045658535637234,0.7131967454349534
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-05-13,0.6842,2016-05-14,0.6842,CNY,0.6842,0.6836600000000002,0.7136049999999987,0.7039500000000004,0.6880836396536254,0.7064569960441154,0.7140983556697639
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-05-12,0.6876,2016-05-13,0.6876,CNY,0.6876,0.6866400000000003,0.7167099999999987,0.7036200000000005,0.690025459480438,0.7087998377329697,0.7151118890561184
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-05-11,0.6806,2016-05-12,0.6806,CNY,0.6806,0.6934600000000003,0.7194649999999987,0.7031733333333338,0.691238189220657,0.7110313995995982,0.7160445238198694
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-05-10,0.6822,2016-05-11,0.6822,CNY,0.6822,0.7016000000000003,0.7218449999999986,0.7024433333333338,0.6965572838309856,0.7142347048206086,0.7172460708710927
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-05-09,0.6837,2016-05-10,0.6837,CNY,0.6837,0.7098800000000004,0.7241899999999987,0.7018216666666671,0.7037359257464783,0.7176067790122518,0.7184341118840705
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-05-06,0.6991,2016-05-07,0.6991,CNY,0.6991,0.7159800000000003,0.7257249999999986,0.701401666666667,0.7137538886197173,0.7211759136451206,0.7196115789696703
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-05-05,0.7217,2016-05-06,0.7217,CNY,0.7217,0.7195800000000003,0.7269799999999986,0.7005850000000003,0.7210808329295759,0.7234996940288175,0.7203069108872177
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-05-04,0.7213,2016-05-05,0.7213,CNY,0.7213,0.7186600000000003,0.7277749999999987,0.6994783333333336,0.7207712493943639,0.7236891355055352,0.7202596858312481
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-05-03,0.7236,2016-05-04,0.7236,CNY,0.7236,0.7196400000000003,0.7288349999999987,0.6981400000000003,0.7205068740915458,0.7239406234534862,0.7202244196345535
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-04-29,0.7142,2016-04-30,0.7142,CNY,0.7142,0.7191400000000001,0.7293349999999987,0.6969600000000004,0.7189603111373186,0.7239764785538533,0.7201099887880246
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-04-28,0.7171,2016-04-29,0.7171,CNY,0.7171,0.7218800000000002,0.7304049999999986,0.6954650000000003,0.721340466705978,0.7250055815595221,0.7203103353438728
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-04-27,0.7171,2016-04-28,0.7171,CNY,0.7171,0.7231400000000001,0.7313299999999987,0.6940800000000003,0.7234607000589669,0.7258377480394719,0.7204191647372673
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-04-26,0.7262,2016-04-27,0.7262,CNY,0.7262,0.72576,0.7312199999999986,0.6927983333333336,0.7266410500884504,0.7267575109909953,0.720531683570599
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-04-25,0.7211,2016-04-26,0.7211,CNY,0.7211,0.7276400000000001,0.7308349999999987,0.6921483333333336,0.7268615751326756,0.7268161963584685,0.7203395288209833
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-04-22,0.7279,2016-04-23,0.7279,CNY,0.7279,0.72968,0.7314549999999986,0.6915633333333335,0.7297423626990134,0.7274179012383073,0.7203137489676287
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-04-21,0.7234,2016-04-22,0.7234,CNY,0.7234,0.7329000000000001,0.7313599999999986,0.6907583333333336,0.73066354404852,0.7273671540002343,0.7200565758554321
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-04-20,0.7302,2016-04-21,0.7302,CNY,0.7302,0.73748,0.7327399999999986,0.6903933333333337,0.7342953160727799,0.7277847491581537,0.7199432339483538
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-04-19,0.7356,2016-04-20,0.7356,CNY,0.7356,0.7399800000000001,0.7332949999999986,0.6901250000000004,0.7363429741091697,0.727530512227433,0.7195955295335814
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-04-18,0.7313,2016-04-19,0.7313,CNY,0.7313,0.7385000000000002,0.7344999999999986,0.6894600000000005,0.7367144611637545,0.7266810924618996,0.7190529769915887
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-04-15,0.7440000000000001,2016-04-16,0.7440000000000001,CNY,0.7440000000000001,0.7380600000000002,0.7335099999999987,0.6888583333333339,0.7394216917456318,0.7261948916684152,0.7186378014221445
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-04-14,0.7463,2016-04-15,0.7463,CNY,0.7463,0.7321400000000002,0.7310749999999986,0.6883816666666672,0.7371325376184475,0.7243206697387744,0.7177780182440295
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-04-13,0.7427,2016-04-14,0.7427,CNY,0.7427,0.7277200000000001,0.7279949999999986,0.6876416666666674,0.7325488064276713,0.7220070560270659,0.7168111160213552
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-04-12,0.7282,2016-04-13,0.7282,CNY,0.7282,0.7267000000000002,0.7247549999999986,0.6870616666666673,0.7274732096415069,0.7198288513983356,0.7159334747591695
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-04-11,0.7291,2016-04-12,0.7291,CNY,0.7291,0.7295600000000002,0.7222149999999987,0.686578333333334,0.7271098144622602,0.7189476778613181,0.7155176348829873
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-04-08,0.7144,2016-04-09,0.7144,CNY,0.7144,0.7304600000000002,0.7191099999999986,0.686928333333334,0.7261147216933903,0.7178790123730355,0.7150571865782541
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-04-07,0.7242,2016-04-08,0.7242,CNY,0.7242,0.7347000000000001,0.7163399999999986,0.6872766666666674,0.7319720825400854,0.7182452242017764,0.7150794655475379
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-04-06,0.7376,2016-04-07,0.7376,CNY,0.7376,0.7369800000000002,0.7139899999999988,0.688398333333334,0.735858123810128,0.7176184056967,0.7147702739655863
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-04-05,0.7425,2016-04-06,0.7425,CNY,0.7425,0.7324400000000002,0.7112149999999987,0.6891600000000007,0.7349871857151921,0.7155150799805624,0.7139963308005502
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-04-01,0.7336,2016-04-02,0.7336,CNY,0.7336,0.7276400000000003,0.7081249999999988,0.6897666666666673,0.731230778572788,0.7126745620837783,0.7130300348299342
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-03-31,0.7356,2016-04-01,0.7356,CNY,0.7356,0.7276200000000003,0.7055449999999988,0.6915883333333339,0.7300461678591819,0.7104718844083858,0.7123326957238103
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-03-30,0.7356,2016-03-31,0.7356,CNY,0.7356,0.7257000000000002,0.7023349999999988,0.693483333333334,0.7272692517887727,0.7078268196092673,0.7115439125553547
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-03-29,0.7149,2016-03-30,0.7149,CNY,0.7149,0.7287800000000002,0.6991549999999989,0.6954516666666674,0.723103877683159,0.7049033269365571,0.7107283867691015
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-03-28,0.7185,2016-03-29,0.7185,CNY,0.7185,0.7340600000000003,0.6954699999999988,0.6976100000000007,0.7272058165247385,0.7038510455614573,0.7105869644622564
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-03-25,0.7335,2016-03-26,0.7335,CNY,0.7335,0.7423000000000004,0.6907049999999988,0.7002433333333341,0.7315587247871076,0.7023090503573992,0.710318703045481
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-03-24,0.726,2016-03-25,0.726,CNY,0.726,0.7379000000000004,0.6859249999999989,0.7025850000000008,0.7305880871806614,0.6990257925002811,0.7095328269364383
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-03-23,0.7509999999999999,2016-03-24,0.7509999999999999,CNY,0.7509999999999999,0.7317600000000005,0.681254999999999,0.7054016666666675,0.7328821307709921,0.6961864022371507,0.7089745666854701
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-03-22,0.7413,2016-03-23,0.7413,CNY,0.7413,0.7185000000000004,0.677764999999999,0.7076033333333343,0.7238231961564882,0.6904165498410564,0.707549841171751
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-03-21,0.7597,2016-03-22,0.7597,CNY,0.7597,0.7058200000000003,0.674604999999999,0.7098233333333341,0.7150847942347323,0.6850603971927417,0.7064056562690196
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-03-18,0.7115,2016-03-19,0.7115,CNY,0.7115,0.6893600000000003,0.671074999999999,0.7114383333333341,0.6927771913520984,0.6772035968972328,0.7045988859464124
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-03-17,0.6953,2016-03-18,0.6953,CNY,0.6953,0.6804600000000003,0.6687799999999988,0.7139216666666675,0.6834157870281474,0.6735934492022007,0.704364925457056
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-03-16,0.6847,2016-03-17,0.6847,CNY,0.6847,0.6732000000000001,0.6671699999999989,0.716508333333334,0.677473680542221,0.6713085491182188,0.7046722442296613
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-03-15,0.6779,2016-03-16,0.6779,CNY,0.6779,0.6717000000000001,0.6661549999999989,0.7192450000000007,0.6738605208133315,0.6698989227096084,0.7053493450030993
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-03-14,0.6774,2016-03-15,0.6774,CNY,0.6774,0.67254,0.665299999999999,0.7224350000000007,0.6718407812199971,0.6690567040474606,0.7062799386219352
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-03-11,0.667,2016-03-12,0.667,CNY,0.667,0.6732,0.663269999999999,0.7247266666666674,0.6690611718299957,0.6681784623682446,0.7072590363634167
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-03-10,0.659,2016-03-11,0.659,CNY,0.659,0.6762,0.662164999999999,0.7271366666666673,0.6700917577449934,0.6683025110385863,0.7086239177598961
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-03-09,0.6772,2016-03-10,0.6772,CNY,0.6772,0.6786800000000001,0.662139999999999,0.729638333333334,0.67563763661749,0.6692817227268605,0.7103062989451602
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-03-08,0.6821,2016-03-09,0.6821,CNY,0.6821,0.6776400000000001,0.660784999999999,0.7318050000000008,0.6748564549262349,0.6684482198560018,0.7114286943082517
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-03-07,0.6807,2016-03-08,0.6807,CNY,0.6807,0.6694600000000002,0.659444999999999,0.7340866666666676,0.6712346823893524,0.6670111903671564,0.7124230228393214
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-03-04,0.682,2016-03-05,0.682,CNY,0.682,0.6579600000000002,0.6574599999999989,0.7365966666666675,0.6665020235840285,0.6655702630373793,0.7134985310806599
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-03-03,0.6714,2016-03-04,0.6714,CNY,0.6714,0.6491400000000003,0.655999999999999,0.7394683333333342,0.6587530353760428,0.6638408170413088,0.7145664334606886
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-03-02,0.672,2016-03-03,0.672,CNY,0.672,0.6413800000000002,0.653654999999999,0.7424833333333342,0.6524295530640641,0.6630451135719702,0.7160299228081072
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-03-01,0.6412,2016-03-02,0.6412,CNY,0.6412,0.6432200000000001,0.651754999999999,0.7447200000000008,0.6426443295960962,0.6621024939479636,0.7175226950124105
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-02-29,0.6232,2016-03-01,0.6232,CNY,0.6232,0.6506000000000002,0.651704999999999,0.7474433333333342,0.6433664943941442,0.664302756468811,0.7201103216057498
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-02-26,0.6379,2016-02-27,0.6379,CNY,0.6379,0.6637800000000001,0.654904999999999,0.750525000000001,0.6534497415912162,0.6686293624129158,0.7233959641540211
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-02-25,0.6326,2016-02-26,0.6326,CNY,0.6326,0.6693200000000001,0.657309999999999,0.7543516666666676,0.6612246123868242,0.6718640321406074,0.726294631273872
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-02-24,0.6812,2016-02-25,0.6812,CNY,0.6812,0.6754200000000001,0.659659999999999,0.7583850000000009,0.6755369185802362,0.675997088155431,0.7294712856846473
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-02-23,0.6781,2016-02-24,0.6781,CNY,0.6781,0.6720600000000003,0.6606749999999989,0.7615516666666676,0.6727053778703542,0.6754494132244203,0.7311079015241996
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-02-22,0.6891,2016-02-23,0.6891,CNY,0.6891,0.6686000000000003,0.6624749999999989,0.7645783333333342,0.6700080668055313,0.6751704040901468,0.7329051213644315
000950.OFCN,950,易方达沪深300非银行金融ETF联接,2016-02-19,0.6656,2016-02-20,0.6656,CNY,0.6656,0.6581400000000004,0.662804999999999,0.7675483333333342,0.6604621002082969,0.6737041308364672,0.734390332788291
